year,km_driven,fuel,transmission,owner,mileage,engine,max_power,seats,selling_price
2005,133993,Diesel,Manual,Second Owner,21,1287,110,4,10264763
2017,16330,Diesel,Automatic,Second Owner,22,2344,93,4,10866283
2010,77553,Petrol,Manual,Second Owner,18,2928,102,6,10838890
2010,177425,Diesel,Automatic,Second Owner,15,1621,182,6,10346196
2016,152083,CNG,Manual,First Owner,21,1949,95,5,10466001
2012,88537,CNG,Manual,First Owner,11,2405,112,6,10753546
2009,65985,Petrol,Manual,Second Owner,18,2774,136,5,10866426
2022,22044,CNG,Manual,Second Owner,14,2505,141,5,10922560
2009,174364,Diesel,Automatic,Second Owner,24,871,119,4,10120107
2014,127304,CNG,Manual,Second Owner,15,1378,70,5,10297204
2005,141322,Diesel,Manual,Third Owner,10,2033,54,4,10426748
2014,28289,CNG,Manual,Third Owner,21,993,169,5,10507611
2009,38087,Petrol,Manual,Second Owner,22,1337,52,6,10425560
2016,80952,Diesel,Automatic,Second Owner,23,1131,44,7,10285622
2011,41368,CNG,Manual,Second Owner,11,1092,71,4,10347043
2013,125648,Petrol,Automatic,Third Owner,10,1529,145,6,10450391
2016,75815,CNG,Automatic,First Owner,13,835,60,4,10274368
2005,95693,Petrol,Manual,Third Owner,11,2351,80,5,10627451
2015,197112,CNG,Manual,Third Owner,22,1901,126,4,10342443
2019,63900,Diesel,Manual,Second Owner,10,2470,175,7,10898186
2006,20494,Diesel,Manual,Second Owner,12,1044,75,6,10385751
2011,121486,Diesel,Automatic,First Owner,13,2901,72,4,10795445
2016,181238,Diesel,Automatic,Second Owner,13,1916,68,7,10337584
2022,161405,Diesel,Manual,Second Owner,12,2649,134,6,10677604
2007,38050,CNG,Manual,First Owner,11,2199,96,7,10719538
2011,102799,CNG,Automatic,Second Owner,21,989,111,4,10271481
2015,136016,CNG,Automatic,Second Owner,17,2581,129,7,10679654
2022,93257,CNG,Manual,Second Owner,19,2811,153,5,10956296
2016,53070,Diesel,Manual,Third Owner,22,2015,154,4,10720706
2010,10166,Petrol,Manual,Second Owner,20,1415,165,6,10661512
2009,143193,Diesel,Manual,Third Owner,11,867,163,5,10173402
2005,150749,CNG,Manual,Second Owner,14,1978,193,4,10528816
2016,192633,Diesel,Manual,Second Owner,16,1253,155,5,10206305
2015,92409,Diesel,Automatic,Third Owner,18,2331,142,7,10720670
2008,42664,Diesel,Automatic,Third Owner,21,2951,41,6,10850517
2022,134926,Petrol,Automatic,Second Owner,12,1265,129,5,10312976
2008,6293,Diesel,Automatic,First Owner,10,2575,57,7,10883932
2021,158515,Diesel,Manual,Second Owner,24,1949,84,7,10411456
2006,54212,Petrol,Manual,Third Owner,18,1859,54,6,10552512
2006,80276,Diesel,Automatic,Second Owner,10,2065,174,4,10633188
2016,17559,Diesel,Manual,Second Owner,17,932,194,6,10490912
2010,70231,Diesel,Manual,Third Owner,11,1691,79,6,10497435
2014,113277,Diesel,Manual,First Owner,16,2050,56,7,10480276
2020,175116,Diesel,Automatic,First Owner,21,2226,199,6,10601257
2018,26747,CNG,Automatic,Third Owner,12,1195,183,6,10597599
2011,166201,Diesel,Automatic,Third Owner,15,2937,117,4,10719235
2021,5037,Petrol,Automatic,Second Owner,15,882,144,6,10485887
2013,109294,Diesel,Automatic,Third Owner,13,2323,121,6,10682179
2017,102847,CNG,Automatic,Third Owner,17,1640,125,7,10485095
2009,108742,Petrol,Automatic,Second Owner,21,1907,119,4,10532334
2009,53503,Petrol,Manual,Second Owner,21,2874,88,6,10898409
2014,33207,Diesel,Automatic,Second Owner,14,1178,88,4,10418558
2014,38241,CNG,Manual,First Owner,16,2724,193,4,10984713
2011,136130,Diesel,Manual,First Owner,22,1016,82,7,10156882
2019,101171,CNG,Automatic,Third Owner,14,1180,109,6,10396116
2011,150906,CNG,Manual,Second Owner,22,1436,110,5,10287970
2019,122302,Diesel,Manual,Third Owner,21,1599,48,4,10376094
2007,163262,CNG,Automatic,Third Owner,13,1082,129,7,10128324
2014,77832,Diesel,Manual,First Owner,15,1013,41,4,10238450
2019,26383,CNG,Automatic,First Owner,12,1979,42,5,10725222
2007,129291,Petrol,Manual,Third Owner,15,2846,188,5,10834732
2010,160732,Diesel,Manual,Second Owner,15,1654,48,6,10305199
2016,7674,CNG,Manual,First Owner,20,1416,51,7,10564381
2019,119100,Petrol,Manual,First Owner,20,2888,143,5,10898031
2010,114369,Petrol,Automatic,First Owner,15,1318,95,4,10326353
2017,27820,Petrol,Automatic,Third Owner,23,1828,144,5,10749268
2007,161738,Petrol,Automatic,First Owner,23,1844,102,4,10389120
2012,48794,Diesel,Manual,Second Owner,20,1445,193,7,10568122
2012,138148,CNG,Manual,First Owner,12,1740,85,6,10426464
2019,133544,Petrol,Manual,Third Owner,22,1041,99,5,10203299
2008,188414,CNG,Manual,Third Owner,17,1730,71,7,10218495
2007,42555,CNG,Automatic,Third Owner,13,2953,130,7,10953535
2017,191280,CNG,Manual,Third Owner,20,1142,100,5,10192317
2012,37406,Diesel,Automatic,Second Owner,11,2466,133,7,10877301
2020,197644,Diesel,Manual,Third Owner,16,837,171,6,10099585
2017,45262,Petrol,Manual,First Owner,20,1135,169,6,10543367
2007,96320,CNG,Automatic,Second Owner,17,2960,190,5,10905291
2020,159288,Diesel,Automatic,Third Owner,20,1050,94,5,10141564
2013,35284,Diesel,Automatic,Third Owner,13,1711,80,7,10560384
2018,156243,Diesel,Automatic,Second Owner,15,1063,178,7,10310902
2017,95627,Petrol,Manual,First Owner,17,1698,54,7,10474670
2011,150405,Diesel,Automatic,Second Owner,14,1380,140,5,10349064
2019,166607,CNG,Automatic,First Owner,18,2590,106,5,10678164
2011,94023,Diesel,Manual,First Owner,15,2214,151,4,10691411
2010,169772,Diesel,Manual,Third Owner,15,1809,197,7,10424754
2006,46516,Petrol,Manual,Second Owner,21,2421,96,5,10738934
2013,20577,CNG,Manual,Second Owner,22,2553,72,4,10829235
2021,20015,Diesel,Automatic,Third Owner,11,1361,104,6,10554448
2009,96104,CNG,Automatic,Third Owner,24,1957,40,4,10502702
2016,119412,CNG,Manual,First Owner,16,2212,170,6,10630251
2005,96740,Diesel,Automatic,Third Owner,18,2565,48,5,10617652
2014,157308,Petrol,Automatic,Second Owner,24,860,71,7,10109497
2015,71640,CNG,Manual,Third Owner,14,2565,116,6,10824128
2020,88190,Diesel,Automatic,Third Owner,23,2174,84,7,10629746
2018,134516,CNG,Automatic,Third Owner,14,1456,134,7,10395400
2012,181776,CNG,Manual,Third Owner,21,2777,60,6,10560939
2021,178441,CNG,Automatic,Third Owner,22,968,62,7,10059752
2022,139718,Diesel,Automatic,First Owner,20,1845,193,7,10554332
2016,92007,CNG,Manual,Third Owner,14,1902,156,7,10667488
2021,161978,CNG,Automatic,Third Owner,10,2706,143,7,10716113
2018,52728,Petrol,Manual,Second Owner,14,1186,69,4,10390708
2020,19878,Diesel,Manual,Third Owner,19,2412,154,6,10916636
2018,133925,Diesel,Manual,Second Owner,17,2365,108,7,10607192
2013,14145,CNG,Manual,Second Owner,24,2514,191,7,11027505
2008,93578,Petrol,Manual,Second Owner,12,1606,113,5,10399001
2015,23226,CNG,Manual,Second Owner,18,1440,103,5,10520236
2010,7802,CNG,Automatic,First Owner,18,2629,189,6,10981685
2019,29119,Diesel,Manual,First Owner,15,2899,78,7,10940827
2009,68560,Petrol,Automatic,Second Owner,13,816,94,6,10273747
2015,62353,CNG,Manual,First Owner,24,1041,46,5,10337299
2022,128001,Diesel,Manual,First Owner,13,2493,78,5,10722028
2017,198198,CNG,Manual,Third Owner,20,1450,187,5,10304326
2015,76641,CNG,Automatic,First Owner,10,2234,143,4,10716271
2018,56712,Petrol,Automatic,Second Owner,23,1093,135,4,10392679
2022,188261,Petrol,Manual,Second Owner,19,2233,182,5,10627589
2019,193856,Petrol,Automatic,Second Owner,14,1472,188,5,10308646
2013,135085,CNG,Manual,Second Owner,14,2239,73,4,10514847
2012,73285,Petrol,Manual,Third Owner,14,981,74,5,10316046
2005,120278,Diesel,Automatic,First Owner,21,1591,154,5,10421309
2008,179021,CNG,Manual,Second Owner,10,1466,44,4,10179650
2018,170201,Petrol,Manual,Third Owner,10,2637,95,4,10612938
2006,29512,CNG,Automatic,Second Owner,19,1525,122,4,10569242
2020,107077,CNG,Manual,First Owner,21,1152,46,5,10320798
2007,199626,Diesel,Manual,Third Owner,11,868,92,5,9999516
2012,7064,Diesel,Automatic,First Owner,10,1276,145,7,10603166
2010,100614,Diesel,Automatic,Third Owner,22,1124,81,5,10284104
2020,187639,CNG,Manual,Second Owner,24,2118,57,5,10436000
2020,122639,CNG,Manual,Second Owner,17,2032,45,4,10496803
2011,35011,Diesel,Automatic,First Owner,21,1980,171,6,10756774
2017,76152,CNG,Automatic,First Owner,21,1898,181,5,10643139
2017,15960,Diesel,Manual,Third Owner,13,2677,136,5,10998459
2009,126789,Diesel,Automatic,First Owner,15,2054,92,5,10466404
2022,63920,Petrol,Automatic,First Owner,17,2400,60,7,10780084
2019,26387,Diesel,Automatic,Second Owner,23,882,180,4,10458929
2022,151396,Petrol,Manual,Second Owner,14,2088,182,7,10569710
2006,68960,Diesel,Manual,Second Owner,15,1068,138,7,10363991
2014,127994,CNG,Manual,Second Owner,13,1100,123,6,10254444
2017,37628,Petrol,Manual,Second Owner,15,1821,170,5,10727563
2022,126269,CNG,Manual,Second Owner,15,889,184,7,10324234
2019,52452,CNG,Automatic,Second Owner,12,2725,184,7,11012707
2016,46098,Diesel,Automatic,Third Owner,13,1159,59,7,10414618
2019,175307,Diesel,Automatic,Second Owner,15,2123,43,4,10438339
2017,91861,CNG,Manual,Second Owner,17,2236,114,5,10645379
2022,32949,Diesel,Manual,Second Owner,22,1948,54,7,10657879
2019,158893,Diesel,Automatic,Second Owner,23,1526,96,5,10303441
2015,158104,Diesel,Automatic,Second Owner,23,2402,66,5,10521760
2007,78537,CNG,Automatic,First Owner,16,2001,59,6,10526900
2011,151375,Petrol,Automatic,First Owner,13,2602,147,4,10655813
2018,121003,Petrol,Manual,Second Owner,23,804,118,7,10195118
2018,148375,CNG,Manual,Second Owner,12,2636,173,7,10748295
2017,55701,Diesel,Automatic,Second Owner,20,2537,57,6,10758588
2016,55511,Diesel,Manual,Third Owner,24,2964,125,7,11015723
2013,85664,Petrol,Manual,Second Owner,17,1230,88,4,10374296
2005,154352,CNG,Manual,Third Owner,15,1189,191,7,10298718
2015,44427,CNG,Manual,Third Owner,21,2173,50,4,10704793
2022,102180,Diesel,Automatic,Second Owner,17,1543,185,7,10561013
2016,108550,Diesel,Automatic,First Owner,18,883,74,5,10223379
2005,143039,Diesel,Manual,Second Owner,18,1252,94,5,10222933
2021,142733,CNG,Automatic,Second Owner,19,1934,134,6,10539756
2009,82952,Petrol,Manual,First Owner,20,1122,67,7,10285789
2007,71046,CNG,Automatic,First Owner,18,2753,127,7,10861879
2006,111918,CNG,Automatic,Second Owner,19,2362,148,4,10702100
2007,40200,CNG,Automatic,Second Owner,10,2788,63,7,10894338
2012,72442,Petrol,Automatic,Third Owner,21,1928,155,6,10690439
2020,197743,Diesel,Automatic,First Owner,23,1909,180,7,10491505
2010,96070,Diesel,Automatic,Third Owner,12,1305,55,5,10350623
2017,63168,CNG,Automatic,Third Owner,18,1979,151,6,10676749
2020,53322,CNG,Manual,Third Owner,13,2534,112,5,10856571
2020,173768,Petrol,Automatic,Third Owner,19,1295,89,6,10267576
2007,75246,Petrol,Manual,First Owner,21,1740,150,6,10550066
2017,174964,Diesel,Automatic,First Owner,11,1185,52,6,10148847
2018,20583,CNG,Automatic,First Owner,10,2472,110,6,10917090
2012,87720,Petrol,Automatic,Second Owner,23,1475,74,4,10390629
2016,191287,Petrol,Manual,Third Owner,14,2696,63,6,10589979
2012,160925,CNG,Manual,Second Owner,23,1722,78,5,10306044
2013,142181,CNG,Manual,First Owner,13,2593,186,7,10728883
2005,64757,CNG,Manual,First Owner,14,1000,165,4,10321002
2010,11659,CNG,Manual,Second Owner,20,1610,199,4,10672437
2015,6238,CNG,Automatic,Third Owner,14,1682,44,4,10583281
2015,126270,CNG,Manual,First Owner,17,2202,115,7,10642694
2017,124211,Petrol,Manual,Third Owner,15,2088,143,7,10559179
2015,20064,CNG,Manual,Third Owner,12,2011,173,4,10847483
2022,167187,Diesel,Automatic,First Owner,24,1697,121,4,10384959
2019,168024,CNG,Automatic,Second Owner,18,2016,46,6,10390950
2005,141692,Diesel,Automatic,Third Owner,17,1933,54,6,10340426
2011,104790,Diesel,Manual,Second Owner,18,2446,112,7,10702580
2017,107985,Diesel,Automatic,Third Owner,13,1888,59,6,10452731
2016,49258,CNG,Manual,Third Owner,22,1888,98,5,10658185
2022,140542,CNG,Automatic,First Owner,17,1116,43,5,10186731
2019,158075,Diesel,Automatic,Second Owner,20,2942,145,6,10796563
2012,163643,CNG,Automatic,Third Owner,12,1258,79,6,10212211
2014,29668,Petrol,Automatic,Second Owner,14,2532,104,4,10852155
2011,82259,Petrol,Automatic,Third Owner,23,1194,74,6,10365438
2022,117192,Petrol,Manual,Second Owner,16,2019,83,5,10541053
2020,101576,Petrol,Manual,Second Owner,10,2373,46,7,10669375
2010,110481,CNG,Automatic,First Owner,23,1862,189,7,10569284
2013,116505,Diesel,Manual,Third Owner,10,2996,62,4,10818125
2017,168118,CNG,Automatic,Third Owner,12,2555,104,7,10645177
2012,10397,Petrol,Automatic,Third Owner,13,1255,127,6,10524858
2020,104925,CNG,Automatic,Third Owner,24,1075,59,4,10307945
2017,88481,CNG,Automatic,First Owner,10,2378,71,6,10736822
2017,158305,Petrol,Automatic,First Owner,17,2061,136,7,10498011
2021,65308,Diesel,Automatic,Third Owner,11,962,185,6,10412561
2009,199291,CNG,Automatic,Second Owner,20,2442,136,4,10471703
2021,6130,CNG,Manual,First Owner,14,1599,108,4,10664808
2013,129293,Petrol,Manual,Second Owner,22,1932,121,5,10467334
2006,19071,Diesel,Automatic,Second Owner,23,979,48,7,10287666
2022,90517,Petrol,Manual,Second Owner,15,2979,81,6,10900442
2013,115240,Petrol,Automatic,Third Owner,20,2342,166,5,10653563
2010,7118,CNG,Manual,First Owner,15,2834,149,5,11075213
2015,136735,Diesel,Manual,Third Owner,15,2278,171,7,10627626
2010,67408,Petrol,Automatic,Second Owner,20,1811,111,6,10535183
2010,56786,CNG,Automatic,Third Owner,10,2231,191,7,10832675
2017,86271,Petrol,Manual,Second Owner,12,2484,111,6,10777505
2015,24158,CNG,Automatic,Third Owner,12,1256,163,5,10532381
2018,36087,Diesel,Manual,Third Owner,17,1714,62,5,10576006
2006,93114,Petrol,Automatic,First Owner,15,1583,146,5,10476661
2012,189193,Diesel,Manual,First Owner,11,1938,137,6,10429418
2007,24874,Diesel,Manual,Second Owner,22,2160,182,4,10847659
2007,88443,CNG,Manual,Second Owner,23,855,90,7,10253285
2005,45821,Petrol,Automatic,Second Owner,10,1223,162,6,10489755
2022,120675,Petrol,Manual,Third Owner,13,849,89,7,10163542
2021,65582,CNG,Automatic,Second Owner,10,2759,122,7,10894188
2017,127603,CNG,Automatic,First Owner,14,2185,64,5,10533304
2007,158859,Diesel,Automatic,Second Owner,21,2929,78,7,10689209
2005,157777,Petrol,Automatic,Second Owner,20,1681,107,4,10337896
2008,74381,Petrol,Automatic,Third Owner,17,2895,111,6,10826069
2017,116800,CNG,Manual,First Owner,19,2469,158,4,10760653
2021,135805,CNG,Automatic,Second Owner,11,1037,145,4,10303738
2015,180725,CNG,Automatic,First Owner,17,1188,52,5,10170491
2006,87018,Petrol,Manual,Second Owner,22,1484,75,6,10391569
2020,105592,Petrol,Manual,First Owner,17,986,159,6,10346441
2006,96626,Diesel,Automatic,Second Owner,15,2855,148,4,10810592
2020,91217,CNG,Automatic,Second Owner,17,2874,163,6,10986663
2013,168324,Diesel,Automatic,Third Owner,22,1773,58,7,10318744
2005,77799,Petrol,Manual,Third Owner,11,1782,76,6,10469545
2014,67185,Diesel,Automatic,First Owner,16,1075,140,6,10354284
2005,46538,Diesel,Automatic,First Owner,21,1624,124,7,10520148
2006,25343,Diesel,Manual,First Owner,17,2691,78,7,10861920
2020,177304,CNG,Manual,First Owner,13,1276,193,7,10345776
2016,125026,Petrol,Manual,Third Owner,23,2375,81,7,10577259
2012,58106,CNG,Automatic,First Owner,18,2059,92,6,10658964
2022,119322,Diesel,Automatic,Second Owner,20,1856,89,5,10506498
2006,86227,CNG,Automatic,Second Owner,15,2364,144,5,10742199
2017,189151,Petrol,Manual,Second Owner,21,1344,146,7,10228968
2010,161100,Petrol,Manual,Third Owner,12,2947,196,6,10784852
2010,47135,Diesel,Automatic,First Owner,22,1129,169,6,10428325
2013,167138,Diesel,Manual,Second Owner,13,1888,57,6,10363646
2020,124599,CNG,Manual,Second Owner,21,2969,99,6,10874217
2015,88470,Petrol,Manual,Third Owner,13,2378,155,6,10744382
2011,25910,Petrol,Manual,Third Owner,10,2708,181,5,11014076
2014,143213,CNG,Automatic,Third Owner,23,2544,157,4,10752739
2014,50950,Petrol,Automatic,Second Owner,22,926,69,4,10277558
2022,191795,Diesel,Manual,Third Owner,19,2009,68,4,10429485
2013,21225,Diesel,Manual,Second Owner,10,2572,196,7,11005710
2019,37959,CNG,Manual,First Owner,10,2938,58,7,10975035
2008,54192,CNG,Manual,Second Owner,13,2378,129,5,10766387
2012,84711,CNG,Manual,First Owner,10,2756,149,5,10893158
2013,146123,Diesel,Automatic,Second Owner,23,2893,97,6,10761690
2017,8449,CNG,Manual,First Owner,15,2872,155,5,11077888
2013,177167,Petrol,Automatic,Second Owner,23,2689,79,7,10630539
2008,109213,CNG,Automatic,Second Owner,11,2434,48,5,10648082
2021,165262,Petrol,Manual,Second Owner,10,1672,160,6,10438605
2020,105245,Diesel,Automatic,Second Owner,16,2708,149,6,10842184
2019,102069,Petrol,Manual,Third Owner,15,1045,147,6,10333966
2007,162213,Petrol,Manual,Second Owner,10,1056,198,7,10209058
2009,28908,Petrol,Manual,Second Owner,21,1621,117,4,10625298
2009,109847,Diesel,Automatic,Third Owner,22,1589,134,4,10469612
2019,125910,Petrol,Automatic,Third Owner,23,1493,182,7,10470314
2022,168394,Petrol,Automatic,Third Owner,19,1538,73,6,10287532
2019,186782,CNG,Manual,Third Owner,21,1518,101,6,10281075
2006,19012,CNG,Automatic,Third Owner,18,1355,113,7,10496597
2017,170961,CNG,Automatic,Third Owner,15,2313,96,4,10573399
2008,22412,Petrol,Automatic,Third Owner,11,2068,188,6,10809986
2014,115030,Petrol,Manual,Third Owner,16,2077,142,6,10599983
2017,29657,Diesel,Automatic,Third Owner,12,1932,93,4,10709987
2014,10656,Petrol,Manual,Third Owner,23,913,59,7,10338540
2013,145039,Petrol,Automatic,Third Owner,24,1747,148,5,10401639
2012,151836,Diesel,Automatic,First Owner,16,1284,185,6,10312485
2007,20873,Petrol,Automatic,Second Owner,23,1077,56,4,10418254
2020,99485,Diesel,Manual,Second Owner,18,2572,81,7,10768500
2018,114383,Diesel,Manual,Third Owner,14,1852,195,4,10640855
2013,187102,CNG,Automatic,Third Owner,10,1197,60,4,10116677
2015,6607,Petrol,Automatic,First Owner,14,1021,190,5,10582043
2007,155595,CNG,Manual,Third Owner,17,2577,150,6,10603210
2009,53447,Petrol,Manual,First Owner,17,2432,87,6,10803343
2014,54757,CNG,Automatic,Second Owner,12,1142,98,6,10415285
2017,74201,Diesel,Automatic,Second Owner,13,1574,167,5,10584470
2008,133765,Diesel,Manual,Third Owner,21,1139,151,4,10295785
2017,10462,Diesel,Automatic,First Owner,17,806,91,7,10436643
2016,121832,Diesel,Manual,First Owner,17,2096,56,4,10543792
2009,167867,Petrol,Automatic,Second Owner,16,1087,77,6,10136392
2014,53465,Petrol,Automatic,Second Owner,15,1692,168,5,10682468
2013,197181,CNG,Automatic,First Owner,13,1516,114,4,10221524
2011,95027,Petrol,Automatic,First Owner,19,983,134,5,10267093
2006,55528,Petrol,Manual,Second Owner,22,2653,83,7,10831824
2011,41230,CNG,Automatic,First Owner,18,1369,127,7,10473228
2012,53242,Diesel,Automatic,Second Owner,11,1422,59,6,10483498
2011,119688,CNG,Automatic,First Owner,11,1442,108,5,10382402
2018,6783,CNG,Automatic,Third Owner,10,909,193,6,10586984
2009,33390,Diesel,Automatic,Second Owner,20,1531,88,5,10498922
2022,144489,CNG,Automatic,First Owner,24,1013,145,5,10270729
2016,77102,CNG,Manual,Second Owner,21,2397,110,7,10719687
2021,22426,CNG,Automatic,First Owner,12,1367,57,4,10490215
2017,35750,Petrol,Manual,Third Owner,12,2260,141,4,10839715
2006,63188,Diesel,Manual,Third Owner,13,2157,134,7,10647351
2017,15872,Diesel,Manual,Third Owner,12,2252,48,7,10812835
2011,99231,CNG,Manual,Second Owner,19,1646,105,5,10460443
2014,134860,Petrol,Automatic,Third Owner,15,1871,99,4,10460782
2010,184158,Diesel,Automatic,Second Owner,18,1775,147,6,10409279
2007,71770,Diesel,Automatic,Third Owner,17,2720,76,6,10772264
2007,129158,CNG,Manual,Second Owner,15,2761,68,4,10669946
2022,88514,CNG,Automatic,Third Owner,17,2716,102,4,10892066
2015,97663,CNG,Manual,First Owner,17,923,54,4,10252190
2009,170792,Diesel,Manual,First Owner,19,874,48,5,10003340
2019,154151,CNG,Automatic,Second Owner,15,2788,119,7,10786095
2020,153410,CNG,Manual,Third Owner,11,956,105,7,10170596
2013,139363,CNG,Manual,Third Owner,14,1957,40,5,10445073
2008,117808,Petrol,Manual,First Owner,13,2368,160,6,10691360
2019,115091,CNG,Manual,Third Owner,21,1943,48,5,10510619
2016,104272,Diesel,Automatic,Third Owner,15,882,96,4,10227739
2007,54393,CNG,Manual,Second Owner,11,1492,187,7,10526222
2018,98558,Diesel,Manual,First Owner,13,2051,160,7,10692996
2021,74770,Petrol,Manual,Third Owner,22,2676,41,5,10826373
2010,31720,Petrol,Automatic,Third Owner,17,2584,40,7,10836735
2008,18368,CNG,Automatic,Second Owner,23,2890,113,5,10945115
2011,190385,Diesel,Manual,Second Owner,10,2332,93,7,10475977
